trial_idx,bin,value
8914,0,0.6446140832697335
8914,1,0.08917969350780819
8914,2,0.14770387235073895
8914,3,0.1185023508717194
1725,0,0.6946256901060933
1725,1,0.0665559392668933
1725,2,0.15280579106251505
1725,3,0.0860125795644984
5056,0,0.6243018694517075
5056,1,0.09519671102203921
5056,2,0.19039344455239307
5056,3,0.09010797497386025
4856,0,0.6243018694517075
4856,1,0.09519671102203921
4856,2,0.19039344455239307
4856,3,0.09010797497386025
4864,0,0.6243018694517075
4864,1,0.09519671102203921
4864,2,0.19039344455239307
4864,3,0.09010797497386025
4857,0,0.6243018694517075
4857,1,0.09519671102203921
4857,2,0.19039344455239307
4857,3,0.09010797497386025
4847,0,0.6243018694517075
4847,1,0.09519671102203921
4847,2,0.19039344455239307
4847,3,0.09010797497386025
4854,0,0.6243018694517075
4854,1,0.09519671102203921
4854,2,0.19039344455239307
4854,3,0.09010797497386025
4852,0,0.6243018694517075
4852,1,0.09519671102203921
4852,2,0.19039344455239307
4852,3,0.09010797497386025
4850,0,0.6243018694517075
4850,1,0.09519671102203921
4850,2,0.19039344455239307
4850,3,0.09010797497386025
4858,0,0.6243018694517075
4858,1,0.09519671102203921
4858,2,0.19039344455239307
4858,3,0.09010797497386025
7545,0,0.6302860182172688
7545,1,0.1313859621168385
7545,2,0.1354192042649005
7545,3,0.10290881540099218
6016,0,0.5829075996745733
6016,1,0.09928006651727585
6016,2,0.18149091731109576
6016,3,0.13632141649705512
7638,0,0.6376099872873031
7638,1,0.13355421658914232
7638,2,0.11801666927754965
7638,3,0.11081912684600494
9100,0,0.696684647926057
9100,1,0.07227257555633138
9100,2,0.12905815986274483
9100,3,0.10198461665486683
7438,0,0.6957097247539312
7438,1,0.07962942638750131
7438,2,0.12242197307505953
7438,3,0.10223887578350792
7435,0,0.6957097247539312
7435,1,0.07962942638750131
7435,2,0.12242197307505953
7435,3,0.10223887578350792
9326,0,0.6670739744498859
9326,1,0.07720506775761896
9326,2,0.12475005392186277
9326,3,0.13097090387063234
9677,0,0.6684412220322888
9677,1,0.07005962733873908
9677,2,0.11456558017678449
9677,3,0.1469335704521876
9682,0,0.6684412220322888
9682,1,0.07005962733873908
9682,2,0.11456558017678449
9682,3,0.1469335704521876
9685,0,0.6684412220322888
9685,1,0.07005962733873908
9685,2,0.11456558017678449
9685,3,0.1469335704521876
9678,0,0.6684412220322888
9678,1,0.07005962733873908
9678,2,0.11456558017678449
9678,3,0.1469335704521876
1718,0,0.6593295008111956
1718,1,0.08353087085251429
1718,2,0.17383451806032924
1718,3,0.08330511027596085
8070,0,0.6736735502316529
8070,1,0.07445865555191954
8070,2,0.1376472101180942
8070,3,0.11422058409833336
8068,0,0.6736735502316529
8068,1,0.07445865555191954
8068,2,0.1376472101180942
8068,3,0.11422058409833336
8066,0,0.6736735502316529
8066,1,0.07445865555191954
8066,2,0.1376472101180942
8066,3,0.11422058409833336
8043,0,0.6736735502316529
8043,1,0.07445865555191954
8043,2,0.1376472101180942
8043,3,0.11422058409833336
8053,0,0.6736735502316529
8053,1,0.07445865555191954
8053,2,0.1376472101180942
8053,3,0.11422058409833336
8054,0,0.6736735502316529
8054,1,0.07445865555191954
8054,2,0.1376472101180942
8054,3,0.11422058409833336
8055,0,0.6736735502316529
8055,1,0.07445865555191954
8055,2,0.1376472101180942
8055,3,0.11422058409833336
8348,0,0.6736735502316529
8348,1,0.07445865555191954
8348,2,0.1376472101180942
8348,3,0.11422058409833336
8047,0,0.6736735502316529
8047,1,0.07445865555191954
8047,2,0.1376472101180942
8047,3,0.11422058409833336
8097,0,0.6736735502316529
8097,1,0.07445865555191954
8097,2,0.1376472101180942
8097,3,0.11422058409833336
8067,0,0.6736735502316529
8067,1,0.07445865555191954
8067,2,0.1376472101180942
8067,3,0.11422058409833336
9323,0,0.6931380234496043
9323,1,0.07644013538371984
9323,2,0.13547748067080598
9323,3,0.09494436049586992
3299,0,0.5971183780956619
3299,1,0.12109546582784747
3299,2,0.18070830739848087
3299,3,0.10107784867800966
3295,0,0.5971183780956619
3295,1,0.12109546582784747
3295,2,0.18070830739848087
3295,3,0.10107784867800966
3293,0,0.5971183780956619
3293,1,0.12109546582784747
3293,2,0.18070830739848087
3293,3,0.10107784867800966
3304,0,0.5971183780956619
3304,1,0.12109546582784747
3304,2,0.18070830739848087
3304,3,0.10107784867800966
3300,0,0.5971183780956619
3300,1,0.12109546582784747
3300,2,0.18070830739848087
3300,3,0.10107784867800966
7537,0,0.6778972848806336
7537,1,0.08757466813611035
7537,2,0.12568696548549682
7537,3,0.1088410814977592
9664,0,0.6935686045015365
9664,1,0.07546955045336705
9664,2,0.11109845231255865
9664,3,0.11986339273253788
9778,0,0.6691406613084703
9778,1,0.059272428623202096
9778,2,0.136211600647588
9778,3,0.13537530942073958
8602,0,0.6881215285398551
8602,1,0.09572723854216882
8602,2,0.12271882553855164
8602,3,0.09343240737942443
8605,0,0.6881215285398551
8605,1,0.09572723854216882
8605,2,0.12271882553855164
8605,3,0.09343240737942443
8608,0,0.6881215285398551
8608,1,0.09572723854216882
8608,2,0.12271882553855164
8608,3,0.09343240737942443
8611,0,0.6881215285398551
8611,1,0.09572723854216882
8611,2,0.12271882553855164
8611,3,0.09343240737942443
8603,0,0.6881215285398551
8603,1,0.09572723854216882
8603,2,0.12271882553855164
8603,3,0.09343240737942443
8610,0,0.6881215285398551
8610,1,0.09572723854216882
8610,2,0.12271882553855164
8610,3,0.09343240737942443
8614,0,0.6881215285398551
8614,1,0.09572723854216882
8614,2,0.12271882553855164
8614,3,0.09343240737942443
7273,0,0.6581932757581648
7273,1,0.11155461946357272
7273,2,0.14086134846773757
7273,3,0.08939075631052493
7972,0,0.6521739261614258
7972,1,0.09039484248128199
7972,2,0.14518634838112482
7972,3,0.1122448829761674
7989,0,0.6521739261614258
7989,1,0.09039484248128199
7989,2,0.14518634838112482
7989,3,0.1122448829761674
7971,0,0.6521739261614258
7971,1,0.09039484248128199
7971,2,0.14518634838112482
7971,3,0.1122448829761674
7976,0,0.6521739261614258
7976,1,0.09039484248128199
7976,2,0.14518634838112482
7976,3,0.1122448829761674
8013,0,0.6521739261614258
8013,1,0.09039484248128199
8013,2,0.14518634838112482
8013,3,0.1122448829761674
7968,0,0.6521739261614258
7968,1,0.09039484248128199
7968,2,0.14518634838112482
7968,3,0.1122448829761674
1074,0,0.7119605995218036
1074,1,0.10986186192530734
1074,2,0.10022486058137131
1074,3,0.07795267797151781
2367,0,0.6697488593626539
2367,1,0.08664383067312756
2367,2,0.16015982107429463
2367,3,0.08344748888992387
2371,0,0.6697488593626539
2371,1,0.08664383067312756
2371,2,0.16015982107429463
2371,3,0.08344748888992387
2359,0,0.6697488593626539
2359,1,0.08664383067312756
2359,2,0.16015982107429463
2359,3,0.08344748888992387
2369,0,0.6697488593626539
2369,1,0.08664383067312756
2369,2,0.16015982107429463
2369,3,0.08344748888992387
2364,0,0.6697488593626539
2364,1,0.08664383067312756
2364,2,0.16015982107429463
2364,3,0.08344748888992387
2547,0,0.6697488593626539
2547,1,0.08664383067312756
2547,2,0.16015982107429463
2547,3,0.08344748888992387
6870,0,0.6697488593626539
6870,1,0.08664383067312756
6870,2,0.16015982107429463
6870,3,0.08344748888992387
2540,0,0.6697488593626539
2540,1,0.08664383067312756
2540,2,0.16015982107429463
2540,3,0.08344748888992387
2549,0,0.6697488593626539
2549,1,0.08664383067312756
2549,2,0.16015982107429463
2549,3,0.08344748888992387
6880,0,0.6697488593626539
6880,1,0.08664383067312756
6880,2,0.16015982107429463
6880,3,0.08344748888992387
2404,0,0.6697488593626539
2404,1,0.08664383067312756
2404,2,0.16015982107429463
2404,3,0.08344748888992387
2409,0,0.6697488593626539
2409,1,0.08664383067312756
2409,2,0.16015982107429463
2409,3,0.08344748888992387
2403,0,0.6697488593626539
2403,1,0.08664383067312756
2403,2,0.16015982107429463
2403,3,0.08344748888992387
4555,0,0.6697488593626539
4555,1,0.08664383067312756
4555,2,0.16015982107429463
4555,3,0.08344748888992387
2552,0,0.6697488593626539
2552,1,0.08664383067312756
2552,2,0.16015982107429463
2552,3,0.08344748888992387
2551,0,0.6697488593626539
2551,1,0.08664383067312756
2551,2,0.16015982107429463
2551,3,0.08344748888992387
2550,0,0.6697488593626539
2550,1,0.08664383067312756
2550,2,0.16015982107429463
2550,3,0.08344748888992387
2536,0,0.6697488593626539
2536,1,0.08664383067312756
2536,2,0.16015982107429463
2536,3,0.08344748888992387
2553,0,0.6697488593626539
2553,1,0.08664383067312756
2553,2,0.16015982107429463
2553,3,0.08344748888992387
9423,0,0.6499371462902814
9423,1,0.08608665446788781
9423,2,0.11798328268431131
9423,3,0.14599291655751945
9913,0,0.6768179760112364
9913,1,0.07804539464080508
9913,2,0.13351088617276918
9913,3,0.11162574317518936
9910,0,0.6768179760112364
9910,1,0.07804539464080508
9910,2,0.13351088617276918
9910,3,0.11162574317518936
2231,0,0.6681337957246805
2231,1,0.09220949780809402
2231,2,0.16208187713578115
2231,3,0.07757482933144437
2236,0,0.6681337957246805
2236,1,0.09220949780809402
2236,2,0.16208187713578115
2236,3,0.07757482933144437
2229,0,0.6681337957246805
2229,1,0.09220949780809402
2229,2,0.16208187713578115
2229,3,0.07757482933144437
2227,0,0.6681337957246805
2227,1,0.09220949780809402
2227,2,0.16208187713578115
2227,3,0.07757482933144437
2235,0,0.6681337957246805
2235,1,0.09220949780809402
2235,2,0.16208187713578115
2235,3,0.07757482933144437
7475,0,0.6741324057718487
7475,1,0.11786229123794133
7475,2,0.10200686687084086
7475,3,0.10599843611936903
9442,0,0.6422601472412812
9442,1,0.09264273065260695
9442,2,0.13890524544956306
9442,3,0.12619187665654874
2225,0,0.6570314362323795
2225,1,0.09967882022062712
2225,2,0.16701078104876113
2225,3,0.07627896249823224
8399,0,0.7070757194044118
8399,1,0.08139534753295703
8399,2,0.12963877778066668
8399,3,0.08189015528196449
8393,0,0.7070757194044118
8393,1,0.08139534753295703
8393,2,0.12963877778066668
8393,3,0.08189015528196449
8395,0,0.7070757194044118
8395,1,0.08139534753295703
8395,2,0.12963877778066668
8395,3,0.08189015528196449
8403,0,0.7070757194044118
8403,1,0.08139534753295703
8403,2,0.12963877778066668
8403,3,0.08189015528196449
1847,0,0.6784975544595774
1847,1,0.09569950200707347
1847,2,0.15405552932470487
1847,3,0.07174741420864428
9159,0,0.7114063212071576
9159,1,0.09436554873423225
9159,2,0.11532294427190332
9159,3,0.07890518578670677
9743,0,0.6510349301796116
9743,1,0.07848210468411623
9743,2,0.12828805573365154
9743,3,0.14219490940262064
1353,0,0.7016258535952966
1353,1,0.09895623753006058
1353,2,0.1372942570905079
1353,3,0.062123651784134905
7399,0,0.6948131853589636
7399,1,0.0796460203127375
7399,2,0.13212880131888072
7399,3,0.09341199300941819
1591,0,0.6796184230203398
1591,1,0.08271289185750355
1591,2,0.15577012550362013
1591,3,0.08189855961853652
9179,0,0.6988771654240034
9179,1,0.07099921394648209
9179,2,0.13462629404859974
9179,3,0.09549732658091484
4799,0,0.6852016940759067
4799,1,0.07466012706448362
4799,2,0.15700913736536343
4799,3,0.0831290414942463
