bin,q1,med,q3,whislo,whishi
0,0.3659915726732277,0.3742755946390009,0.3864112970819096,0.3427137779306867,0.4102154473415167
1,0.05869568174983932,0.0677509204564027,0.073069312480362,0.0462535389985892,0.0807710208374283
2,0.2847190656835969,0.2926836244317434,0.3011378757090229,0.2672089416248774,0.3228536052271172
3,0.25346052041122313,0.2611187167780907,0.2909395572675225,0.2261781099286014,0.3361170906930113
