Country,Survey,Women 15,Women 18,Women 20,Women 22,Women 25,Women never,Men 15,Men 18,Men 20,Men 22,Men 25,Men never
India,2019-21 DHS,10.3,38.5,60,73.9,85.7,0.3,0.8,6.2,16.2,30.2,51.5,0.5
