age,cohort,model_prop_f,model_prop_m
13,1993.0,0.06643952299829642,0.0024410089503661514
14,1993.0,0.11025641025641025,0.005691056910569106
15,1993.0,0.14786324786324787,0.008143322475570033
16,1993.0,0.20565552699228792,0.021189894050529748
17,1993.0,0.2738197424892704,0.0861812778603269
18,1993.0,0.3336199484092863,0.0
19,1993.0,0.39724849527085127,0.0
20,1993.0,0.5250431778929189,0.0
21,1993.0,0.6161178509532063,0.0
22,1993.0,0.6715899218071243,0.0
23,1993.0,0.725130890052356,0.0
24,1993.0,0.78965819456617,0.0
25,1993.0,0.8116197183098591,0.0
26,1993.0,0.842756183745583,0.0
27,1993.0,0.9238938053097345,0.0
28,1993.0,0.9483985765124555,0.0
29,1993.0,0.9741532976827094,0.0
30,1993.0,0.9740840035746202,0.0
12,1994.0,0.01964133219470538,0.001567398119122257
13,1994.0,0.055603079555175364,0.003137254901960784
14,1994.0,0.07540702656383891,0.005490196078431373
15,1994.0,0.12864493996569468,0.007855459544383346
16,1994.0,0.1792452830188679,0.02223869532987398
17,1994.0,0.24849527085124679,0.0
18,1994.0,0.32068965517241377,0.0
19,1994.0,0.46972318339100344,0.0
20,1994.0,0.49609035621198955,0.0
21,1994.0,0.5573913043478261,0.0
22,1994.0,0.6251089799476897,0.0
23,1994.0,0.6917030567685589,0.0
24,1994.0,0.7279090113735783,0.0
25,1994.0,0.8172231985940246,0.0
26,1994.0,0.8324514991181657,0.0
27,1994.0,0.9061946902654867,0.0
28,1994.0,0.9590382902938558,0.0
29,1994.0,0.9590017825311943,0.0
30,1994.0,0.9955357142857143,0.0
12,1995.0,0.02910266774454325,0.0
13,1995.0,0.048582995951417005,0.0023847376788553257
14,1995.0,0.0867802108678021,0.003179650238473768
15,1995.0,0.11869918699186992,0.003703703703703704
16,1995.0,0.18958502847843775,0.0
17,1995.0,0.24612876935615322,0.0
18,1995.0,0.3815359477124183,0.0
19,1995.0,0.41707717569786534,0.0
20,1995.0,0.48474855729596045,0.0
21,1995.0,0.5450041288191577,0.0
22,1995.0,0.6348547717842323,0.0
23,1995.0,0.6769358867610324,0.0
24,1995.0,0.7642140468227425,0.0
25,1995.0,0.8378151260504202,0.0
26,1995.0,0.8724662162162162,0.0
27,1995.0,0.934801016088061,0.0
28,1995.0,0.9347457627118644,0.0
29,1995.0,0.9880952380952381,0.0
30,1995.0,0.9931856899488927,0.0
12,1996.0,0.025177025963808025,0.0
13,1996.0,0.05196850393700787,0.0
14,1996.0,0.09219858156028368,0.0014792899408284023
15,1996.0,0.15627466456195738,0.0
16,1996.0,0.22529644268774704,0.0
17,1996.0,0.3541996830427892,0.0
18,1996.0,0.383147853736089,0.0
19,1996.0,0.44904458598726116,0.0
20,1996.0,0.5322709163346614,0.0
21,1996.0,0.5606060606060606,0.0
22,1996.0,0.5966319165998396,0.0
23,1996.0,0.7106109324758842,0.0
24,1996.0,0.8090249798549557,0.0
25,1996.0,0.8924818108326596,0.0
