trial_idx,bin,value
7368,0,0.28916622784136287
7368,1,0.05498615431684666
7368,2,0.3013746524665249
7368,3,0.35447296537526557
4837,0,0.2960605757650665
4837,1,0.051724928723220966
4837,2,0.30828493751329733
4837,3,0.34392955799841524
6897,0,0.2862375087103115
6897,1,0.07293057307603037
6897,2,0.2648400763336397
6897,3,0.3759918418800184
6832,0,0.2862375087103115
6832,1,0.07293057307603037
6832,2,0.2648400763336397
6832,3,0.3759918418800184
4014,0,0.28753582812286205
4014,1,0.04396437513783369
4014,2,0.2659674640928791
4014,3,0.4025323326464252
4012,0,0.28753582812286205
4012,1,0.04396437513783369
4012,2,0.2659674640928791
4012,3,0.4025323326464252
8164,0,0.28346954409159386
8164,1,0.08177654951719536
8164,2,0.2851515201485966
8164,3,0.3496023862426142
7858,0,0.28346954409159386
7858,1,0.08177654951719536
7858,2,0.2851515201485966
7858,3,0.3496023862426142
7669,0,0.28346954409159386
7669,1,0.08177654951719536
7669,2,0.2851515201485966
7669,3,0.3496023862426142
8163,0,0.28346954409159386
8163,1,0.08177654951719536
8163,2,0.2851515201485966
8163,3,0.3496023862426142
7857,0,0.28346954409159386
7857,1,0.08177654951719536
7857,2,0.2851515201485966
7857,3,0.3496023862426142
7855,0,0.28346954409159386
7855,1,0.08177654951719536
7855,2,0.2851515201485966
7855,3,0.3496023862426142
7853,0,0.28346954409159386
7853,1,0.08177654951719536
7853,2,0.2851515201485966
7853,3,0.3496023862426142
7852,0,0.28346954409159386
7852,1,0.08177654951719536
7852,2,0.2851515201485966
7852,3,0.3496023862426142
7851,0,0.28346954409159386
7851,1,0.08177654951719536
7851,2,0.2851515201485966
7851,3,0.3496023862426142
7850,0,0.28346954409159386
7850,1,0.08177654951719536
7850,2,0.2851515201485966
7850,3,0.3496023862426142
8165,0,0.28346954409159386
8165,1,0.08177654951719536
8165,2,0.2851515201485966
8165,3,0.3496023862426142
7860,0,0.28346954409159386
7860,1,0.08177654951719536
7860,2,0.2851515201485966
7860,3,0.3496023862426142
7848,0,0.28346954409159386
7848,1,0.08177654951719536
7848,2,0.2851515201485966
7848,3,0.3496023862426142
7847,0,0.28346954409159386
7847,1,0.08177654951719536
7847,2,0.2851515201485966
7847,3,0.3496023862426142
8160,0,0.28346954409159386
8160,1,0.08177654951719536
8160,2,0.2851515201485966
8160,3,0.3496023862426142
8152,0,0.28346954409159386
8152,1,0.08177654951719536
8152,2,0.2851515201485966
8152,3,0.3496023862426142
8153,0,0.28346954409159386
8153,1,0.08177654951719536
8153,2,0.2851515201485966
8153,3,0.3496023862426142
8154,0,0.28346954409159386
8154,1,0.08177654951719536
8154,2,0.2851515201485966
8154,3,0.3496023862426142
8155,0,0.28346954409159386
8155,1,0.08177654951719536
8155,2,0.2851515201485966
8155,3,0.3496023862426142
8156,0,0.28346954409159386
8156,1,0.08177654951719536
8156,2,0.2851515201485966
8156,3,0.3496023862426142
7670,0,0.28346954409159386
7670,1,0.08177654951719536
7670,2,0.2851515201485966
7670,3,0.3496023862426142
8161,0,0.28346954409159386
8161,1,0.08177654951719536
8161,2,0.2851515201485966
8161,3,0.3496023862426142
7862,0,0.28346954409159386
7862,1,0.08177654951719536
7862,2,0.2851515201485966
7862,3,0.3496023862426142
7867,0,0.28346954409159386
7867,1,0.08177654951719536
7867,2,0.2851515201485966
7867,3,0.3496023862426142
7864,0,0.28346954409159386
7864,1,0.08177654951719536
7864,2,0.2851515201485966
7864,3,0.3496023862426142
7706,0,0.28346954409159386
7706,1,0.08177654951719536
7706,2,0.2851515201485966
7706,3,0.3496023862426142
7707,0,0.28346954409159386
7707,1,0.08177654951719536
